cleaned_text,sentiment
"ap votecast: nh democrats angry, seek alternative to trump",Neutral
"ap votecast: nh democrats angry, seek alternative to trump",Negative
"ap votecast: young, liberal voters key to sanders’ nh win",Neutral
u.s. justice department declines to offer court sentencing guidance on trump adviser stone,Neutral
u.s. justice department declines to offer court sentencing guidance on trump adviser stone,Neutral
u.s. justice department declines to offer court sentencing guidance on trump adviser stone,Neutral
trump says military may consider discipline for ousted aide vindman,Neutral
trump says he did not intervene in justice department's handling of roger stone case,Neutral
"in wake of impeachment, trump allies boycott house intelligence tech hearing",Neutral
buttigieg lands black south carolina lawmaker's endorsement,Positive
"bloomberg buffeted by recording of him discussing crime, minorities",Negative
bloomberg’s blunt defense of stop-and-frisk policy draws scrutiny,Neutral
bloomberg’s blunt defense of stop-and-frisk policy draws scrutiny,Neutral
"the latest: top nevada union warns about sanders, warren",Negative
biden heading to south carolina sanders steady as new hampshire votes,Neutral
biden heading to south carolina sanders steady as new hampshire votes,Neutral
biden heading to south carolina sanders steady as new hampshire votes,Neutral
"sanders edges buttigieg in nh, giving dems 2 front-runners",Negative
elizabeth warren is running her race. the real one may be passing her by.,Neutral
"sanders narrowly wins new hampshire democratic primary, biden lags badly",Positive
trump pays tribute to 2 soldiers killed in afghanistan,Positive
trump budget calls for new nuclear warheads and 2 types of missiles,Neutral
klobuchar surge in new hampshire could reshuffle democratic white house race,Positive
klobuchar surge in new hampshire could reshuffle democratic white house race,Positive
klobuchar surge in new hampshire could reshuffle democratic white house race,Positive
sanders and buttigieg close out new hampshire pitching different visions,Neutral
sanders and buttigieg close out new hampshire pitching different visions,Neutral
sanders and buttigieg close out new hampshire pitching different visions,Neutral
u.s. seeks prison term of 7-9 years for trump's longtime adviser roger stone,Neutral
u.s. seeks prison term of 7-9 years for trump's longtime adviser roger stone,Neutral
"trump, first lady will travel to india in late february",Neutral
"biden slumps, bloomberg surges nationally as democratic race heats up: poll",Positive
"trump, manchin trading barbs as impeachment feud boils over",Negative
"buttigieg, sanders campaigns request iowa recanvass: iowa democrats",Neutral
"buttigieg, sanders campaigns request iowa recanvass: iowa democrats",Neutral
"buttigieg, sanders campaigns request iowa recanvass: iowa democrats",Neutral
"trump proposes cutting amtrak funding, boosting infrastructure spending",Neutral
"trump's pentagon budget bolsters nuclear weapons, weapons research",Neutral
revolution or realism? nh tests democrats' call for change,Neutral
trump's $4.8 trillion budget gets chilly reception from congress,Negative
"texas democrats weighing ballots, bullets in 2020 campaigns",Neutral
elizabeth warren's challenge: breaking out of murky middle,Negative
"buttigieg, sanders campaigns request iowa caucus recanvass",Neutral
trump's $4.8 trillion budget proposal revisits rejected cuts,Negative
how the iowa caucuses became an epic fiasco for democrats,Negative
buttigieg edges past sanders in iowa's national delegate race: state party,Positive
buttigieg on defense as rivals aim to blunt his momentum,Negative
"justice dept. reviewing information from giuliani on the bidens, graham says",Negative
trump to propose $4.8 trillion budget with more border wall funding,Neutral
trump to propose $4.8 trillion budget with more border wall funding,Neutral
trump to propose $4.8 trillion budget with more border wall funding,Neutral
"trump slashes foreign aid, cuts safety net programs in new budget proposal",Negative
the latest: warren says she's best positioned to beat trump,Neutral
west virginia democrat fires back at trump criticism,Negative
on the 2020 trail: sanders blasts buttigieg for taking billionaire bucks,Neutral
nh poses a last chance for some struggling 2020 democrats,Negative
biden slashes into buttigieg: ‘this guy’s not a barack obama!’,Neutral
trump has reshaped the judiciary. here’s how the 2020 democrats would address that.,Positive
trump has reshaped the judiciary. here’s how the 2020 democrats would address that.,Positive
trump has reshaped the judiciary. here’s how the 2020 democrats would address that.,Neutral
"the latest: biden: first two states important, not critical",Neutral
"the latest: biden: first two states important, not critical",Neutral
biden tells nh democrats that buttigieg 'not a barack obama',Neutral
"wobbly after iowa, biden confronts a perilous moment",Neutral
"on the campaign trail: biden slams buttigieg,' guess what? he was a mayor'",Neutral
democrats on edge after 2020 election season's ragged launch,Negative
"oregon candidate, once a trump critic, now embraces him",Positive
'out': trump says he was right to remove 'insubordinate' nsc aide,Positive
"post impeachment, a key republican suburban area rallies around trump",Positive
biden tells voters to look to the past. (just not the last week.),Negative
joe biden attacks bernie sanders’s record on guns,Neutral
"victors in iowa, sanders and buttigieg are targets in democratic debate",Positive
"victors in iowa, sanders and buttigieg are targets in democratic debate",Positive
trump 'a symptom of a disease'-quotes from the democratic presidential debate,Negative
trump reprises state of the union message in north carolina,Neutral
trump reprises state of the union message in north carolina,Neutral
amy klobuchar compares ‘cool newcomer’ pete buttigieg to trump,Positive
"nevada union warns members of sanders, warren health plans",Negative
"nevada union warns members of sanders, warren health plans",Negative
"nevada union warns members of sanders, warren health plans",Negative
"white house aide vindman, who testified in trump impeachment probe, fired: lawyer",Neutral
new york threatens to sue trump administration over access to traveler programs,Negative
biden shuffles campaign leadership after 4th-place finish,Neutral
biden shuffles campaign leadership after 4th-place finish,Neutral
the latest new hampshire polls: buttigieg looks competitive,Positive
the latest new hampshire polls: buttigieg looks competitive,Positive
payback: trump ousts officials who testified on impeachment,Neutral
"two days after his acquittal, trump ousts two star impeachment witnesses",Neutral
virginia democrats advance assault weapon ban,Neutral
"in another trump win, court tosses democrats' suit over his businesses",Positive
former trump navy secretary backs bloomberg for president,Positive
former trump navy secretary backs bloomberg for president,Positive
ex-republican lawmaker walsh ends bid to challenge trump for white house,Positive
ex-republican lawmaker walsh ends bid to challenge trump for white house,Neutral
